name,rating,tags,similar
chandan healthcare,3.5,Healthcare,
chandan steel,3.7,"Iron & Steel, Metals & Mining, Public",
chandigarh college of pharmacy landran,91,,
chandigarh engineering college,139,,
chandigarh university,45,,
chandusoft technologies,3.7,IT Services & Consulting,
changepond technologies,3.5,IT Services & Consulting,
channelplay,3.9,"Consulting, Recruitment, IT Services & Consulting",
charak pharma,3.9,"Manufacturing, Healthcare",
chassis brakes international,3.8,"Industrial Machinery, Auto Components",
checkmate services,4.1,"Law Enforcement & Security, Electronics, Facility Management Services",
cheema boilers,4.3,"Industrial Machinery, Engineering & Construction, Public",
chegg,4.4,"Internet, Education & Training, IT Services & Consulting",
cheil india,3.3,"Advertising / PR / Events, Marketing & Advertising",
chelsea mills llp,3.1,"Import & Export, Fashion & Textile",
chembond chemicals,3.8,"Chemicals / Agri Inputs, Manufacturing, Chemicals, Public",
chemie tech,3.4,Oil & Gas,
chemplast sanmar,3.9,"Chemicals / Agri Inputs, Building Material, Manufacturing, Fortune India 500",
chemspec chemicals,3.3,"Chemicals / Agri Inputs, Manufacturing, Chemicals",
chemtrols industries,3.9,"Manufacturing, Industrial Automation",
chennai institute of technology,175,,
chennai petroleum corporation,4.4,"Oil / Gas / Petro Chemicals, Oil & Gas, Government, Public",
chennai radha engineering works,3.9,"Industrial Machinery, Power, Engineering & Construction",
chennai silks,3.8,Fashion & Textile,
chennais amirta international institute of hotel management,3.5,"Travel & Tourism / Hospitality, Education & Training",
chep,4.2,Logistics,
cherise india,4.9,FMCG,
cherry hill interiors,4.2,"Architecture & Interior Design, Design",
chetak enterprises,3.6,"Engineering & Construction, Public",
chetana publications,3.2,Printing & Publishing,
chettinad academy of research and education,39,,
chettinad cements,3.8,"Building Material, Engineering & Construction",
chettinad dental college and research institute,27,,
chettinad health city,3.6,Healthcare,
chetu,3.5,IT Services & Consulting,
chevrolet,4.5,"Automobile, Manufacturing",
chhatrapati shivaji international airport,4.2,"Airlines / Aviation / Aerospace, Architecture & Interior Design, Real Estate, Public",
chicmic,4.8,"Gaming, Hardware & Networking, Software Product",
chili's grill & bar,4.3,Hospitality,
china petroleum engineering & construction corporation,3.6,"Engineering & Construction, Oil & Gas, Public",
chirayu medical college & hospital,4.1,"Healthcare / Pharma, Healthcare",
chiripal group,3.5,"Manufacturing, Fashion & Textile",
chiripal industries,3.5,"Manufacturing, Oil / Gas / Petro Chemicals, Fashion & Textile, Public",
chiripal poly films,4.3,"Packaging, Public",
chitkara university,144,,
choice solutions ,3.3,"Analytics & KPO, IT Services & Consulting",
cholamandalam investment & finance,4.2,"NBFC, Fortune India 500",
cholamandalam ms general insurance,4,"Financial Services, Insurance",
cholamandalam ms risk services,3.9,"Automobile, Engineering & Construction, Oil & Gas, Chemicals, Petrochemicals, Management Consulting",
cholayil,4.3,"Biotech & Life sciences, Consumer goods, Beauty & Personal Care",
chopra industries,3.7,Auto Components,
chowgule industries,3.9,"Automobile, Auto Components",
christ university,189,,
christian medical college,3,,
christian medical college ludhiana,36,,
chromewell engineering,3.4,Industrial Machinery,
chubb group,4,"Insurance, Forbes Global 2000",
chumbak design,3.6,"Internet, Retail",
ci infotech,4,IT Services & Consulting,
cibersites india,3.6,"BPO, IT Services & Consulting",
cico technologies,3.9,Chemicals,
ciel hr,4.2,"Recruitment, Startup",
ciena,4.4,"Internet, Telecom, Hardware & Networking, Software Product",
cignattk health insurance,3.8,"Financial Services, Insurance",
cigniti technologies,4,"Engineering & Construction, IT Services & Consulting, Public",
cimpress,4.3,Not Available,
cims hospital,4.1,"Internet, Healthcare",
cinépolis,4.3,"Media & Entertainment / Publishing, Retail",
cinda engineering & construction,4,Engineering & Construction,
cipla health,4.3,"Pharma, Public",
cipla industries,3.9,"Consumer goods, Manufacturing, Pharma",
cipla pharmaceutical,4.1,"Manufacturing, Pharma, Fortune India 500, Public",
ciron drugs & pharmaceuticals,3.3,"Manufacturing, Healthcare",
cisb,3.8,"Law Enforcement & Security, Facility Management Services",
cisco,4.5,"Consulting, Internet, Hardware & Networking, IT Services & Consulting, Software Product, Conglomerate, Forbes Global 2000, Public",
citco,3.3,Financial Services,
citibank,4,"Financial Services, Banking, Conglomerate, Fortune India 500",
citicorp,3.8,Financial Services,
citigroup,4,"Financial Services, Banking, Conglomerate, Forbes Global 2000",
citiustech,4,"IT Services & Consulting, Indian Unicorn",
citrix,4,"IT Services & Consulting, Software Product, Forbes Global 2000",
citrus hotels,4.2,"Travel & Tourism / Hospitality, Hospitality",
city corporation,4.3,"Real Estate, Public",
city hospital,3.9,"Healthcare / Pharma, Healthcare",
city union bank,3.4,"Financial Services, Banking, Fortune India 500, Public",
citykart retail,4.1,"Internet, Retail, Startup",
citylife retail,3.8,Retail,
citymall,3.7,"Internet, Startup",
civica india,3.9,IT Services & Consulting,
ck birla group,4,"Building Material, Education & Training, Auto Components, Conglomerate",
ck birla hospitals,4.1,Healthcare,
cl micromed,4.4,Medical Equipment,
claas,4.3,"Industrial Machinery, Manufacturing",
clariant chemicals,4.3,"Chemicals / Agri Inputs, Manufacturing, Chemicals, Public",
clarion technologies,3.6,"IT Services & Consulting, Auto Components",
claris lifesciences ahmedabad,3.9,"Manufacturing, Healthcare, Public",
claritus management consulting,4.9,IT Services & Consulting,
clarivate analytics,3.9,"Internet, Analytics & KPO, IT Services & Consulting, Startup, Public",
clarks inn group of hotels,3.7,Hospitality,
clarus rcm infotech,3.4,Not Available,
classcanyon,4.6,"Internet, Education & Training, Startup",
classic auto tubes,4,Auto Components,
classic marble company,3.8,"Building Material, Manufacturing, Metals & Mining",
classklap  ,3.8,"Internet, Education & Training",
classplus,3.1,"Internet, EdTech, Startup",
clean harbors,3.5,IT Services & Consulting,
clean science and technology,3.5,Chemicals,
clearpack,3.8,Industrial Machinery,
clearsynth,3.5,"Biotech & Life sciences, Biotechnology",
cleartax,3.5,"Internet, IT Services & Consulting, Software Product",
cleartrip,4,"Internet, Travel & Tourism",
cliantha research,4.4,"Biotech & Life sciences, Analytics & KPO, Clinical Research, Public",
click labs,3.6,"Internet, Hardware & Networking, IT Services & Consulting",
clifford chance,4.1,IT Services & Consulting,
clinic dermatech,3.2,"Beauty & Personal Care, Fitness & Wellness",
clix capital services,3.8,Investment Banking / Venture Capital / Private Equity,
clixlogix technologies,3.4,"Design, IT Services & Consulting, Software Product, Marketing & Advertising",
cloud4c,3.6,IT Services & Consulting,
cloudmoyo,4.4,"Hardware & Networking, Software Product",
cloudnine hospital,4,Healthcare,
cloudtail india,4.1,"Financial Services, Internet, Startup",
clove dental,3.4,Healthcare,
clove technologies,3.5,IT Services & Consulting,
clover infotech,3.7,IT Services & Consulting,
clp india,4.1,Power,
clr facility services,3.6,Facility Management Services,
club oxygen,4.6,"Jewellery, Hospitality, Startup, Public",
cma cgm,4.1,Logistics / Shipping,
cmc limited a tata enterprise,4.7,Engineering & Construction,
cmr college of pharmacy,72,,
cmr green technologies,4.1,"Metals & Mining, Public",
cms infosystems,3.7,"Financial Services, IT Services & Consulting",
cms it services,3.1,"Internet, Manufacturing, Retail, Fashion & Textile, IT Services & Consulting, Startup",
cms securitas,3.4,IT Services & Consulting,
cnh industrial,4.2,"Automobile, Manufacturing, Engineering & Construction, Banking, Forbes Global 2000, Fortune India 500, Public",
cnk & associates,4.1,Accounting & Auditing,
cns comnet,3.8,"BPO/KPO, BPO, IT Services & Consulting",
cnsi,4.2,IT Services & Consulting,
co-operative bank,4.5,"Food Processing, Manufacturing, Hospitality",
coal india,4.2,"Metals & Mining, Engineering & Construction, Government, Forbes Global 2000, Fortune India 500, Public",
coastal projects,4.1,"Engineering & Construction, Public",
coats,4,Manufacturing,
coca-cola company,4.4,"FMCG, Food Processing, Marketing & Advertising, Forbes Global 2000",
cochin shipyard,4.3,"Manufacturing, Marine, Ports & Shipping, Government, Fortune India 500",
code brew labs,4.2,"Analytics & KPO, IT Services & Consulting",
codeclouds,4.8,"Hardware & Networking, IT Services & Consulting",
codemantra,3.5,"Financial Services, IT Services & Consulting, Printing & Publishing, Government",
codincity digital technologies,4.9,IT Services & Consulting,
coding ninjas,4.4,"EdTech, Startup",
coditas technologies,3.7,IT Services & Consulting,
coffee day,3.4,"Retail, Beverage",
coforge,3.8,"IT Services & Consulting, Fortune India 500, Public",
cogencis information services,4,IT Services & Consulting,
cogent,3,"Advertising / PR / Events, IT Services & Consulting",
cogent e services,3.4,"BPO/KPO, BPO, IT Services & Consulting, Conglomerate",
cogenthub,3.7,Management Consulting,
cogniter technologies,4,IT Services & Consulting,
cognizant,3.9,"IT Services & Consulting, Forbes Global 2000",
cognizant softvision,3.9,IT Services & Consulting,
cognus technology,3.2,Marketing & Advertising,
cogoport,4,"Financial Services, Internet, Logistics, Startup",
cohnreznick,3.8,Financial Services,
coimbatore institute of technology,104,,
colan infotech,3.9,IT Services & Consulting,
coldex logistics,3.4,Logistics,
colgate global business services,4.4,IT Services & Consulting,
colgate palmolive,4.3,"Consumer goods, FMCG, Manufacturing, Forbes Global 2000, Fortune India 500, Public",
collabera technologies,3.6,IT Services & Consulting,
college of engineering pune,72,,
college of engineering trivandrum,110,,
college of pharmacy madras medical college,63,,
college of pharmacy pt. b. d. sharma pgims,81,,
collegedekho,3.6,"Internet, Education & Training, Startup",
collegedunia,3.2,"Financial Services, Internet, EdTech, Startup",
colliers international,4.1,Real Estate,
collins aerospace,4.1,"Airlines / Aviation / Aerospace, Defence & Aerospace, Marine",
coloplast,4.1,"Healthcare / Pharma, Internet, Manufacturing, Healthcare, Forbes Global 2000",
colorbar cosmetics,4.3,"Internet, Retail, Beauty & Personal Care",
colorbar usa,4.3,Beauty & Personal Care,
colorplus fashions,4.2,"Consumer goods, Manufacturing, Retail",
colourtex,4.3,"Chemicals / Agri Inputs, Printing / Packaging, Fashion & Textile, Chemicals",
colt technology services,4.4,"Internet, Telecom",
columbia asia,4.4,Healthcare,
columbia petro chem,4.3,"Chemicals / Agri Inputs, Oil & Gas",
comau,3,"Manufacturing, Industrial Automation",
comcast,4.1,"Engineering & Construction, Forbes Global 2000",
comcast india engineering center,4.3,"Engineering & Construction, Conglomerate",
comed chemicals,3.7,Pharma,
commerce pundit,4.1,IT Services & Consulting,
common service centres,4.2,Government,
commonwealth bank of australia,4,"Banking / Insurance / Accounting, Financial Services, Banking, Forbes Global 2000",
commscope,3.9,"Telecom, Hardware & Networking",
communications test design,3.7,Logistics,
commvault,4,"Internet, Facility Management Services, IT Services & Consulting",
compass group support services,4,"Hospitality, Forbes Global 2000, Public",
competent automobiles,3.8,Retail,
competent software,4,"IT Services & Consulting, Software Product",
competent synergies,3.8,"BPO/KPO, BPO",
complere infosystem,4.7,"IT Services & Consulting, Software Product",
compuage infocom,3.9,"Hardware & Networking, Public",
compucom,4.2,IT Services & Consulting,
compunnel,3.9,IT Services & Consulting,
computacenter,4.3,IT Services & Consulting,
computer age management services,3.8,"Financial Services, Internet",
computer generated solutions,3.4,"Hardware & Networking, IT Services & Consulting, Software Product",
computer technologies,4.1,"Law Enforcement & Security, IT Services & Consulting, Software Product",
comstar automotive technologies,3.9,"Automobile, Manufacturing, Auto Components",
comvision,4.9,Financial Services,
comviva technology,3.6,"Internet, Telecom, IT Services & Consulting",
concentric,4.1,Advertising / PR / Events,
concentrix corporation,4,"BPO/KPO, Recruitment, BPO, Public",
conceptia software technologies,3.9,"Defence & Aerospace, Software Product",
concord biotech,3.5,"Biotech & Life sciences, Pharma, Conglomerate, Public",
concorde motors,4.4,"Automobile, Manufacturing, Conglomerate, Public",
conduent,3.6,"Analytics & KPO, BPO, IT Services & Consulting",
confederation of indian industry,3.4,"Non-Profit, Law Enforcement & Security, Government",
congruex asia pacific,4.1,Engineering & Construction,
connect broadband,4.1,"Telecom, Public",
connect india e commerce services,3.7,"Internet, Logistics",
connectwell industries,3.7,"Manufacturing, Electronics, Electronics Manufacturing",
connectwise india ,4,IT Services & Consulting,
conneqt business solutions,3.7,"BPO/KPO, Analytics & KPO",
consern pharma,4.6,"Import & Export, Pharma",
consero global solutions,3.4,Financial Services,
consilio,4.1,Legal,
consolidated construction consortium,4.3,"Engineering & Construction, Public",
consolidated contractors,4.6,"Engineering & Construction, Public",
constantia flexibles,4,"Manufacturing, Packaging",
construction group,4.2,Engineering & Construction,
consultancy services,4.3,"Consulting, Recruitment",
consulting engineers group,4.4,"Consulting, Public",
contentra technologies,2.5,Printing & Publishing,
continental,4.2,"Automobile, Manufacturing, Auto Components, Forbes Global 2000",
continental automotive components,4.2,"Automobile, Auto Components",
continental engines,4,"Automobile, Design, Manufacturing, Auto Components",
continental hospitals,4.2,Healthcare,
continental tyres,4,Auto Components,
